Symbol|Issue_Name|Primary_Listing_Mkt
PUK PRA|Prudential Public Limited Co. 6.50% Perp Sub Capital Sec.|NYSE
PUKPF|Prudential Plc Ord Ordinary Shares|U
PULM|Pulmatrix, Inc. Common Stock|NASDAQ
PULS|PGIM Ultra Short Bond ETF|ARCA
PUMD|ProUroCare Medical, Inc. Common Stock|U
PUMGF|Purepoint Uranium Group Inc Common Shares (Canada)|U
PUMP|ProPetro Holding Corp.|NYSE
PUMSY|Puma SE American Depositary Shares - Unsponsored|U
PUNB|Putnam Cnty Natl Bk Carmel N Y Common Stock|U
PUODY|Promotora Y Operadora de Infraestructura S.A. de C.V. Sponsored ADR representing 20 shs (Mexico)|U
PUPOF|Public Power Corp of Greece Public Power Corp of Greece|U
PUPPF|Pharmacolog I Uppsala AB Shares AK (Sweden)|U
PUPS|Pick-Ups Plus, Inc. Common Stock|U
PURA|Puration Inc. Common Stock|U
PURE|PURE Bioscience, Inc. Common Stock|U
PURT|Purthanol Resources Limited|U
PURY|PureRay Corporation Common Stock|U
PUSOF|Pushfor Investments Inc Common Shares (Canada)|U
PUTKF|PT United Tractors Ordinary Shares|U
PUTKY|PT United Tractors Unsponsored ADR (Indonesia)|U
PUTRF|PTT PUBLIC COMPANY LIMITED Depositary Receipts|U
PUTRY|PTT Public Company Ltd Unsponsored ADR (Thailand)|U
PUTW|WisdomTree CBOE S&P 500 PutWrite Strategy Fund|ARCA
PUXPD|Puma Exploration Inc Common Shares|U
PUYI|Puyi Inc. American Depository Shares|NASDAQ
PVAC|Penn Virginia Corporation Common Stock|NASDAQ
PVAL|Principal Exchange-Traded Funds Principal Contrarian Value Index ETF|NASDAQ
PVARF|Porvair Plc Ord Common Stock|U
PVBC|Provident Bancorp, Inc. (MD) Common Stock|NASDAQ
PVBK|Pacific Valley Bank (Salinas, CA) Common Stock|U
PVCRF|PV Crystalox Solar Plc, Wantage Ordinary shares (United Kingdom)|U
PVCT|PROVECTUS BIOPHARMACEUTICALS INC Common Stock|U
PVCTW|PROVECTUS BIOPHARMACEUTICALS INC Warrant 06/19/2020|U
PVDG|Poverty Dignified, Inc. Common Stock|U
PVDRF|Providence Resources Ordinary Shares|U
PVEG|Pacific Vegas Global Strategies, Inc. (CO) Common Stock|U
PVEN|Press Ventures Inc Common Stock|U
PVG|PRETIUM RESOURCES INC.|NYSE
PVH|PVH Corp.|NYSE
PVHO|Provision Holding, Inc. Common Stock|U
PVI|Invesco VRDO Tax-Free Weekly ETF|ARCA
PVL|Permianville Royalty Trust|NYSE
PVLTF|Panda Green Energy Group Ltd Ordinary Shares|U
PVMCF|Pine Valley Mining Corporation Ordinary Shares (Canada)|U
PVNC|Prevention Insurance.com Common Stock|U
PVNNF|PV Nano Cell Ltd Ordinary Shares (Israel)|U
PVNO|ProVision Operation Systems, Inc. Common Stock|U
PVOTF|Pivot Pharmaceuticals Inc. Common Shares|U
PVRS|Providence Resources, Inc. Common Stock|U
PVSP|Pervasip Corp. Common Stock|U
PVT|Pivotal Acquisition Corp.|NYSE
PVT U|Pivotal Acquisition Corp.|NYSE
PVT WS|Pivotal Acquisition Corp. Redeemable Warrants, exercisable for shares of Class A Common Stock at an|NYSE
PVTL|Pivotal Software, Inc.|NYSE
PVTTF|Pivotal Therapeutics Inc Ordinary Shares (Canada)|U
PVVLF|Partners Value Invts LP Non Vtg Equity Ltd Partnerships Units (Canada)|U
PVVTF|PIVOT TECHNOLOGY SOLUTIONS INC Ordinary Shares|U
PVWIF|E Ink Holdings Inc Shs Ordinary Shares (Taiwan)|U
PW|Power REIT|AMEX
PW PRA|Power REIT  7.75% Series A Cumulative Redeemable Perpetual Preferred Stock, Liquidation Preference $|AMEX
PWB|Invesco Dynamic Large Cap Growth ETF|ARCA
PWBO|Pacific West Bank (OR) Common Stock|U
PWC|Invesco Dynamic Market ETF|ARCA
PWCDF|Power Corp of Canada Ordinary Shares (Canada)|U
PWCO|PwrCor, Inc. Common Stock|U
PWCRF|Pacific Wildcat Res Corp Ordinary Shares|U
PWEI|PacWest Equities Inc Common Stock|U
PWFL|PowerFleet, Inc. Common Stock|NASDAQ
PWLK|Powerlock International Corporation Common Stock|U
PWMRF|Edison Cobalt Corp. Ordinary Shares|U
PWNX|Powerlinx Inc. Common Stock|U
PWOD|Penns Woods Bancorp, Inc. Common Stock|NASDAQ
PWON|Powin Energy Corporation Common Stock|U
PWOPY|Direct Energie Unsponsored ADR (France)|U
PWR|Quanta Services, Inc.|NYSE
PWRHF|PWR HOLDINGS LTD Common Stock|U
PWRMF|Power Metals Corp Common Shares|U
PWS|Pacer WealthShield ETF|BATS
PWV|Invesco Dynamic Large Cap Value ETF|ARCA
PWVI|PowerVerde, Inc. Common Stock|U
PWWBF|Powerband Solutions Inc Ordinary Shares|U
PWZ|Invesco California AMT-Free Municipal Bond ETF|ARCA
PXAMF|Location Sciences Group Plc Ordinary Shares|U
PXBBF|PT Bank Permata TBK Ordinary shares Series A (Indonesia)|U
PXCE|Pax Clean Energy, Inc. Common Stock|U
PXD|Pioneer Natural Resource Co.|NYSE
PXE|Invesco Dynamic Energy Exploration & Production ETF|ARCA
PXEUF|PTT Exploration and Production Public Co Ltd Shs (Thailand)|U
PXF|Invesco FTSE RAFI Developed Markets ex-U.S. ETF|ARCA
PXFG|Phoenix Footwear Group, Inc. Common Stock|U
PXGYF|Pax Global Technology Ltd Ordinary Shares (Bermuda)|U
PXH|Invesco FTSE RAFI Emerging Markets ETF|ARCA
PXHI|PhoneX Holdings, Inc. Common Stock|U
PXI|Invesco Exchange-Traded Fund Trust Invesco DWA Energy Momentum ETF|NASDAQ
PXJ|Invesco Dynamic Oil & Gas Services ETF|ARCA
PXLW|Pixelworks, Inc.  Common Stock|NASDAQ
PXMBF|PAXMAN AB  Share AK (Sweden)|U
PXMFF|Philex Mining Corp Ordinary Shares (Phillippines)|U
PXPEF|PXP Energy Corp Ordinary Shares (Philippines)|U
PXPP|Phoenix Apps, Inc. Common Stock|U
PXQ|Invesco Dynamic Networking ETF|ARCA
PXRB|PixarBio Corporation Common Stock|U
PXS|Pyxis Tankers Inc. Common Stock|NASDAQ
PXSLY|Pharmaxis Limited ADR|U
PXSTF|Phoenix Satellite Television Holdings Ltd Ordinary Shares|U
PXXLF|Poxel SA Ordinary Shares (France)|U
PXYN|Praxsyn Corporation Common Stock|U
PY|Principal Exchange-Traded Funds Principal Shareholder Yield Index ETF|NASDAQ
PYBX|PlayBOX (US) Inc. Common Stock|U
PYCFD|Mount Logan Cap Corp Ordinary Shares|U
PYCT|Paychest, Inc. Common Stock|U
PYDPF|Pyramid Petroleum Inc Common Shares (Canada)|U
PYHOF|Playmates Holdings, Ltd. Ordinary Shares|U
PYIYF|Property For Industry Ltd Shs (New Zealand)|U
PYIYY|Property For Industry Ltd Ord Unsponsored ADR (New Zealand)|U
PYMOF|INDAGO ENERGY LTD Ordinary Shares|U
PYN|PIMCO New York Municipal Income Fund III|NYSE
PYOIF|Promotora Y Operadora De Infraestructura SA Ordinary Shares (Mexico)|U
PYPE|ETRACS NYSE Pickens Core Midstream Index ETN due August 20, 2048|ARCA
PYPL|PayPal Holdings, Inc. Common Stock|NASDAQ
PYPTF|Paypoint plc, Welwyn Garden City Ordinary Shares (United Kingdom)|U
PYRNF|Pyrogenesis CDA Inc Ordinary Shares (Canada)|U
PYROF|Pyrolyx AG Ordinary Shares (Germany)|U
PYS|Merrill Lynch Depositor Inc. PPLUS Class A 6.30% Callable Trust Certificates, Series RRD-1 (Issued b|NYSE
PYT|Merrill Lynch Depositor PPLUS  Floating Rate Call TR Cert. Ser GSC-2(Goldman Sachs)|NYSE
PYTCF|Playtech Limited Ordinary Shares (Isle of Man)|U
PYTCY|Playtech PLC American Depositary Receipts - Unsponsored|U
PYTFF|Polytec Asset Holdings Ltd Ordinary Shares (Cayman Islands)|U
PYX|Pyxus International, Inc.|NYSE
PYYRF|Poyry OYJ Ordinary Shares (Finland)|U
PYZ|Invesco Exchange-Traded Fund Trust Invesco DWA Basic Materials Momentum ETF|NASDAQ
PZA|Invesco National AMT-Free Municipal Bond ETF|ARCA
PZAKY|Powszechny Zaklad Ubezpieczen SA Unsponsored ADR (Poland)|U
PZC|PIMCO California Municipal Income Fund III|NYSE
PZCUF|PZ Cussons Plc Ordinary shares (United Kingdom)|U
PZCUY|PZ Cussons Plc Unsponsored ADR (United Kingdom)|U
PZD|Invesco Cleantech ETF|ARCA
PZG|Paramount Gold Nevada Corp.|AMEX
PZN|Pzena Investment Management, Inc. Class A|NYSE
PZOO|Pazoo, Inc Common Stock|U
PZRIF|Pizza Pizza Royalty Corp. Ordinary Shares (Canada)|U
PZRXQ|PhaseRx, Inc. Cm St Common Stock|U
PZT|Invesco New York AMT-Free Municipal Bond ETF|ARCA
PZZA|Papa John's International, Inc. Common Stock|NASDAQ
PZZPF|PAZ OIL COMPANY LTD Ordinary Shares (Israel)|U
QABA|First Trust NASDAQ ABA Community Bank Index Fund|NASDAQ
QABSY|Qantas Airways Ltd (F) Aust American Depositary Receipts - Sponsored|U
QADA|QAD Inc. Class A Common Stock|NASDAQ
QADB|QAD Inc. Class B Common Stock|NASDAQ
QAI|IQ Hedge Multi-Strategy Tracker ETF|ARCA
QALB|Qualibou Energy Inc. Common Stock|U
QARP|Xtrackers Russell 1000 US Quality at a Reasonable Price ETF|ARCA
QAT|iShares Trust iShares MSCI Qatar ETF|NASDAQ
QATAF|Gulf Invt Fd Plc Ordinary Shares|U
QBAK|Qualstar Corporation Common Stock|NASDAQ
QBAN|Telco Cuba, Inc. Common Stock|U
QBBHY|QUBE HLDGS LTD  American Depositary Receipts - Unsponsored (Australia)|U
QBCAF|Quebecor Inc. Ordinary Shares|U
QBCRF|Quebecor Inc. Ordinary Shares|U
QBEIF|Q B E Insurance Group Ltd Ordinary Shares|U
QBIEY|QBE Insurance Group Ltd Sponsored American Depository Receipt (Australia)|U
QBIO|Q BioMed Inc. Common Stock|U
QCAAF|Quinsam Cap Corp Ordinary Shares (Canada)|U
QCCO|QC Holdings, Inc.|U
QCCP|Quad County Corn Processors Cooperative Membership Unit|U
QCKSF|Quickstep Holdings Limited Ordinary Shares (Australia)|U
QCLN|First Trust NASDAQ Clean Edge Green Energy Index Fund|NASDAQ
QCLSF|Global PVQ SE Ordinary Shares (Germany Federal Republic)|U
QCLSY|Global PVQ SE, Thalheim Unsponsored ADR (Germany)|U
QCOM|QUALCOMM Incorporated Common Stock|NASDAQ
QCPC|Quantex Capital Corporation Common Stock|U
QCRH|QCR Holdings, Inc. Common Stock|NASDAQ
QD|Qudian Inc. American Depositary Shares, each representing one Class A Ordinary Share|NYSE
QDEF|FlexShares Quality Dividend Defensive Index Fund|ARCA
QDEL|Quidel Corporation Common Stock|NASDAQ
QDF|FlexShares Quality Dividend Index Fund|ARCA
QDIV|Global X S&P 500 Quality Dividend ETF|BATS
QDLC|Quadlogic Controls Corp Common Stock|U
QDRSF|Quadrise Fuels International PLC, London Ordinary Shares (United Kingdom)|U
QDYN|FlexShares Quality Dividend Dynamic Index Fund|ARCA
QEBR|Virtual Medical International, Inc. Common Stock|U
QED|IQ Hedge Event-Driven Tracker ETF|ARCA
QEDN|QED Connect, Inc. Common Stock New|U
QEFA|SPDR MSCI EAFE StrategicFactors ETF|ARCA
QEGY|Quantum Energy Inc. Common Stock|U
QEMM|SPDR MSCI Emerging Markets StrategicFactors ETF|ARCA
QENC|Queench Inc Common Stock|U
QEP|QEP RESOURCES, INC.|NYSE
QEPC|Q.E.P. Co., Inc. Common Stock|U
QES|Quintana Energy Services Inc.|NYSE
QEXXF|Quattro Exploration and Production Common Shares (Canada)|U
QFEEF|Quickfee Ltd Ordinary Shares (Australia)|U
QFIN|360 Finance, Inc. American Depositary Shares|NASDAQ
QFREF|Q Free Asa Ordinary Shares (Norway)|U
QGEN|Qiagen NV|NYSE
QGLDF|Q-Gold Resources Ltd Ordinary Shares|U
QGLHF|Qingling Motors Co Ltd H Shs Ordinary Shares|U
QGPLF|Quest for Growth Pricaf Leuven Ordinary Shares (Belgium)|U
QGRO|American Century STOXX? U.S. Quality Growth ETF|ARCA
QGRSF|Q2 Gold Resources, Inc. Ordinary Shares (Canada)|U
QGTA|IQ Leaders GTAA Tracker ETF|ARCA
QHC|Quorum Health Corporation|NYSE
QHYG|QHY Group Common Stock|U
QID|ProShares UltraShort QQQ|ARCA
QIFTF|Quorum Information Technologies Inc Common Shares (Canada)|U
QILFF|Organic Flower Invts Group Inc Ordinary Shares|U
QING|Qingdao Footwear, Inc. Common Stock|U
QINT|American Century Quality Diversified International ETF|ARCA
QIWI|QIWI plc American Depositary Shares|NASDAQ
QJYMF|SMI CULTURE GROUP HLDGS LTD BERMUDA  Ordinary Shares|U
QK|Q&K International Group Limited American Depositary Shares|NASDAQ
QKLS|QKL Stores, Inc.|U
QLC|FlexShares US Quality Large Cap Index Fund|BATS
QLD|ProShares Ultra QQQ|ARCA
QLIS|Qualis Innovations, Inc. Common Stock|U
QLS|IQ Hedge Long/Short Tracker ETF|ARCA
QLTA|iShares Aaa - A Rated Corporate Bond ETF|ARCA
QLV|FlexShares US Quality Low Volatility Index Fund|ARCA
QLVD|FlexShares Developed Markets ex-US Quality Low Volatility Index Fund|ARCA
QLVE|FlexShares Emerging Markets Quality Low Volatility Index Fund|ARCA
QLYS|Qualys, Inc. Common Stock|NASDAQ
QMCI|QuoteMedia, Inc. Common Stock|U
QMCO|QUANTUM CORP Common Stock|U
QMCQF|QMC Quantum Minerals Corp. Com (Canada)|U
QMDT|Quick-Med Technologies, Inc. Common Stock|U
QMED|QMed Inc. Common Stock|U
QMIS|QMIS Finance Securities Corporation Common Stock|U
QMN|IQ Hedge Market Neutral Tracker ETF|ARCA
QMOM|Alpha Architect U.S. Quantitative Momentum ETF|BATS
QMXGF|QMX Gold Corporation Ordinary Shares (Canada)|U
QNBC|Qnb Corp Common Stock|U
QNCCF|Quantum Numbers Corp. Ordinary Shares (Canada)|U
QNDPF|QINGDAO PORT INTL CO LTD SHS -H-Common Shares China(CN )|U
QNIIF|SEVEN ACES LTD  Ordinary Shares|U
QNNTF|Quantum Genomics Ordinary Shares Eur Svn (France)|U
QNST|QuinStreet, Inc. Common Stock|NASDAQ
QNTA|Quanta, Inc. Common Shares|U
QNTO|Quaint Oak Bancorp, Inc. Common Stock|U
QNTQF|Qinetiq Group plc London Ordinary Shares (United Kingdom)|U
QNTQY|Qinetiq Group plc London Unsponsored ADR (UK)|U
QNXC|Qenex Communications, Inc. Common Stock|U
QOIL|Quest Oil Corporation Common Stock|U
QOWI|Quality One Wireless Inc|U
QPLLF|QPL International Holdings Ltd Ordinary Shares (Bermuda)|U
QPRC|Quest Patent Research Corporation Common Stock|U
QPSF|QPS Die Cutters Common|U
QPTFF|Quest PharmaTech Inc Ordinary Shares (Canada)|U
QPWR|Q2Earth, Inc. Common Stock|U
QQEW|First Trust NASDAQ-100 Equal Weighted Index Fund|NASDAQ
QQFSF|Qinqin Foodstuffs Group Cayman Co Ltd Ordinary Shares (Cayman Islands)|U
QQH|HCM Defender 100 Index ETF|ARCA
QQQ|Invesco QQQ Trust, Series 1|NASDAQ
QQQE|Direxion NASDAQ-100 Equal Weighted Index Shares|ARCA
QQQFF|Quizam Media Corporation Ordinary Shares|U
QQQX|Nuveen NASDAQ 100 Dynamic Overwrite Fund Shares of Beneficial Interest|NASDAQ
QQXT|First Trust NASDAQ-100 Ex-Technology Sector Index Fund|NASDAQ
QRFT|Qraft AI-Enhanced US Large Cap ETF|ARCA
QRHC|Quest Resource Holding Corporation Common Stock|NASDAQ
QRMLF|Quest Rare Minerals Ltd Common Shares|U
QRNNF|Aurizon Holdings Ltd. Ordinary Shares (Australia)|U
QRON|Qrons Inc. Common Stock|U
QRRY|Quarry City Savings and Loan Association Common Stock|U
QRSM|Qrs Music Technologies Inc Common Stock|U
QRTEA|Qurate Retail, Inc. Series A Common Stock|NASDAQ
QRTEB|Qurate Retail, Inc. Series B Common Stock|NASDAQ
QRVO|Qorvo, Inc. Common Stock|NASDAQ
QRXPF|Qrxpharma Ltd, Sydney Ordinary shares (Australia)|U
QSCGF|QSC  AG Ordinary Shares|U
QSEP|QS Energy, Inc. Common Stock|U
QSMG|QUEST MGMT INC Common Stock|U
QSPW|Quantum Solar Power Corp. Common Stock|U
QSR|Restaurant Brands International Inc.|NYSE
QSY|WisdomTree U.S. Quality Shareholder Yield Fund|ARCA
QSYSQ|Quad Systems Corporation Common Stock|U
QTCI|Quantum Capital, Inc. Common Stock|U
QTEC|First Trust NASDAQ-100- Technology Index Fund|NASDAQ
QTEYF|Questerre Energy Corp Class A Shares (Canada)|U
QTMM|Quantum Materials Corp. Common Stock|U
QTMR|Quantum MRI, Inc. Common Stock|U
QTNT|Quotient Limited Ordinary Shares|NASDAQ
QTRH|Quarterhill Inc. Common Shares|NASDAQ
QTRPF|Nova Minerals Ltd. Ordinary Shares|U
QTRRF|Quaterra Resources Inc Ordinary Shares|U
QTRX|Quanterix Corporation Common Stock|NASDAQ
QTS|QTS REALTY TRUST, INC.|NYSE
QTS PRA|QTS Realty Trust, Inc. 7.125% Series A Cumulative Redeemable Perpetual Preferred Stock|NYSE
QTS PRB|QTS Realty Trust, Inc. 6.50% Series B Cumulative Convertible Perpetual Preferred Stock|NYSE
QTT|Qutoutiao Inc. American Depositary Shares|NASDAQ
QTUM|Defiance Quantum ETF|ARCA
QTVLF|QT Vascular Ltd. Ordinary Shares (Singapore)|U
QTWO|Q2 Holdings Inc|NYSE
QTXB|QuantRx Biomedical Corporation Common Stock|U
QUAD|QUAD/GRAPHICS, INC.|NYSE
QUAIF|Qualicorp SA Ordinary Shares (Brazil)|U
QUAL|iShares Edge MSCI USA Quality Factor ETF|BATS
QUAN|Quantum International Corporation. Common Stock|U
QUBSF|Qantas Airways Ltd (F) Aust Ordinary Shares|U
QUBT|Quantum Computing Inc. Common Stock|U
QUCCF|Quanta Computer Inc Sponsored Reg S GDR Repstg 5 Common (Taiwan)|U
QUCOF|Qualitas Controladora SAB CV Shares of Financial Groups and Industrial Retail (Mexico)|U
QUCT|Queen City Invst Inc Common Stock|U
QUESD|OMNIQ Corp. Common Stock|U
QUIK|QuickLogic Corporation Common Stock|NASDAQ
QUILF|Quilter PLC Ordinary Shares (United Kingdom)|U
QUISF|Quisitive Technology Solutions Inc Common Shares  (Canada)|U
QULHF|Quality House Property Fund Units|U
QULLF|Mrcb Uill Reit Unit|U
QULRY|Qualicorp S.A. Sponsored ADR (Brazil)|U
QUMU|Qumu Corporation Common Stock|NASDAQ
QUOT|Quotient Technology Inc|NYSE
QUPLF|Quixant Plc Ordinary Shares United Kingdom (GB)|U
QUPPF|Watchstone Group PLC Ordinary Shares|U
QURE|uniQure N.V. Ordinary Shares|NASDAQ
QURT|Quarta-Rad, Inc. Common Stock|U
QUS|SPDR MSCI USA StrategicFactors ETF|ARCA
QUTEF|Quantel Sa Les Ulis Ordinary Shares (France)|U
QUTIF|Questor Technology Inc Ordinary Shares|U
QUTR|Quture International, Inc. Common Stock|U
QVAL|Alpha Architect U.S. Quantitative Value ETF|BATS
QVCC|QVC, Inc. 6.250% Senior Secured Notes due 2068|NYSE
QVCD|QVC, Inc. 6.375% Senior Secured Notes due 2067|NYSE
QVM|Arrow QVM Equity Factor ETF|ARCA
QWIKF|Qwick Media Inc. Ordinary Shares (Cayman Islands)|U
QWLD|SPDR MSCI World StrategicFactors ETF|ARCA
QWST|PetroQuest Energy Inc NEW Common Stock|U
QWTR|Quest Water Global Inc. Common|U
QYBX|Qian Yuan Baixing, Inc. Common Stock|U
QYLD|Global X Funds Global X NASDAQ-100 Covered Call ETF|NASDAQ
QYOUF|QYou Media, Inc. Ordinary Shares (Canada)|U
QZMRF|Quartz Mountain Resources Ltd. Ordinary Shares|U
R|Ryder System, Inc.|NYSE
RA|Brookfield Real Assets Income Fund Inc.|NYSE
RAAX|VanEck Vectors Real Asset Allocation ETF|ARCA
RACE|Ferrari N.V.|NYSE
RAD|Rite Aid Corporation|NYSE
RADA|RADA Electronic Industries Ltd. Ordinary Shares|NASDAQ
RADLY|Raia Drogasil SA American Depositary Receipts - Sponsored (Brazil)|U
RADR|Radium Resources Corp Common Stock|U
RAEWF|PIMA ZINC CORP Common Stock|U
RAFA|Rafarma Pharmaceuticals, Inc. (WY) Common Stock|U
RAFI|Regency Affiliates Inc. Common Stock|U
RAFLF|Raffles Medical Group Ordinary Shares|U
RAGL|RA Global Services, Inc. Common Stock|U
RAIFF|Raiffeisen Bank International Ag Wien Ordinary Shares (Austria)|U
RAIFY|Raiffeisen Bank International Ag Unsponsored ADR (Austria)|U
RAIL|FreightCar America, Inc. Common Stock|NASDAQ
RAIO|Radioio, Inc. Common Stock|U
RAKNF|Rakon Ltd Ordinary Shares (New Zealand)|U
RAKR|Rainmaker Worldwide Inc. Common Stock|U
RALS|ProShares RAFI Long/Short|ARCA
RAMP|LiveRamp Holdings, Inc. Common Stock|NYSE
RAMPF|POLARIS INFRASTRUCTURE INC  Common Shares|U
RAND|Rand Capital Corporation Common Stock ($0.10 Par Value)|NASDAQ
RANJF|Randstad Holdings Nv Ordinary Shares|U
RANJY|Randstad NV American Depositary Receipts - Unsponsored|U
RANKF|Rank Group plc Ordinary Shares (United Kingdom)|U
RAPT|RAPT Therapeutics, Inc. Common Stock|NASDAQ
RARE|Ultragenyx Pharmaceutical Inc. Common Stock|NASDAQ
RAREF|Canada Rare Earth Corp. Ordinary Shares (Canada)|U
RARMF|Candence Minerals PLC Ordinary Shares|U
RARX|Ra Pharmaceuticals, Inc. Common Stock|NASDAQ
RASFQ|RAIT FINL TR Common Stock|U
RASGQ|RAIT Financial Trust 7.75% Series A Cumulative Redeemable Preferred Shares|U
RASJQ|RAIT Financial Trust 8.375% Series B Cumulative Redeemable Preferred Shares|U
RASLQ|RAIT Financial Trust 8.875% Series C Cumulative Redeemable Preferred Shares|U
RASP|Rasna Therapeutics, Inc. Common Stock|U
RATHF|Rathdowney Resources Ltd Common Shares (Canada)|U
RATIY|Rational AG American Depositary Shares (Unsponsored)(Federal Republic of Germany)|U
RAUMF|Rheon Automatic Machinery Co Ltd Ordinary Shares (Japan)|U
RAVE|Rave Restaurant Group, Inc. Common Stock|NASDAQ
RAVI|FlexShares Ready Access Variable Income Fund|ARCA
RAVN|Raven Industries, Inc. Common Stock|NASDAQ
RAYT|Rayont Inc. Common Stock|U
RAZFF|Razer Inc Ordinary Shares|U
RBA|Ritchie Bros. Auctioneers Incorporated|NYSE
RBAZ|Republic Bank AZ Common Stock|U
RBB|RBB Bancorp Common Stock|NASDAQ
RBBN|Ribbon Communications Inc. Common Stock|NASDAQ
RBC|Regal Beloit Corporation|NYSE
RBCAA|Republic Bancorp, Inc. Class A Common Stock|NASDAQ
RBCC|Rainbow Coral Corp. Common Stock|U
RBCDF|Royal Bank Of Canada Non-Cumulative 5 Year Rate Reset Preferred (Ser AL) (Canada)|U
RBCI|RBC, Inc. Common Stock|U
RBCL|RBC Life Sciences, Inc. Common Stock|U
RBCN|Rubicon Technology, Inc. Common Stock|NASDAQ
RBCPF|Robinson Pub Co Ltd Unites Non Vtg Depository Receipts Thailan (TH)|U
RBDC|Rbid.Com Inc New Common Stock|U
RBEIF|RB Energy Inc Ordinary Shares|U
RBGBF|Legal & Gen Ucits Etf Plc Robo Global Robotics And Automation Ucits Etf Usd (Accumulating Etf))|U
RBGLY|Reckitt Benckiser Plc Sponsored ADR|U
RBGPF|Reckitt Benckiser Group Plc, Slough Ordinary shares (United Kingdom)|U
RBII|Rising Biosciences, Inc. Common Stock|U
RBIN|Nationwide Risk-Based International Equity ETF|ARCA
RBKB|Rhinebeck Bancorp, Inc. Common Stock|NASDAQ
RBLAY|Robinsons Land Corporation Unsponsored ADR (Phillipines)|U
RBMNF|Rugby Mining Ltd. Ordinary Shares (Canada)|U
RBMTF|Rambler Metals and Mining Public Limited Company London Ordinary Shares (United Kingdom)|U
RBNC|Reliant Bancorp, Inc. Common Stock|NASDAQ
RBNTF|Robinsons Retail Holdings, Inc. Ordinary Shares|U
RBNW|RENEWABLE ENERGY & PWR INC  Common Stock|U
RBNZF|Reebonz Hldg LTD Warrant  Exp 04/17/2024 Cayman Islands (KY)|U
RBRWF|RBI Ventures Ltd Common Shares|U
RBS|THE ROYAL BANK OF SCOTLAND GROUP PLC|NYSE
RBSFY|Rubis American Depository Receipt (France)|U
RBSPF|Royal Bank of Scotland Group PLC  Ordinary Shares (United Kingdom)|U
RBSY|Roboserver Systems Corp Common Stock|U
RBTEF|Robertet Sa Ordinary Shares (France)|U
RBTI|Red Branch Technologies, Inc. Common Stock|U
RBTK|Zhen Ding Resources Inc.  Common Stock|U
RBUS|Nationwide Risk-Based U.S. Equity ETF|ARCA
RBWNY|Royal Boskalis Westminster NV American Depositary Share (Unsponsored)(Netherlands)|U
RBYC|Ruby Creek Resources Inc. (NV) Common Stock|U
RBYCF|RUBICON MINERALS CORP Common Shares|U
RBZ|Reebonz Holding Limited Ordinary Shares|NASDAQ
RBZWF|Reebonz Hldg Ltd Warrant   12/19/2023|U
RC|Ready Capital Corporation|NYSE
RCA|Ready Capital Corporation 7.00% Convertible Senior Notes due 2023|NYSE
RCAR|RenovaCare, Inc. Common Stock|U
RCAT|Red Cat Holdings, Inc. Common Stock|U
